region,energy_ratio,elevation,2,1,0
SG,1.7543859649122806,5.0,-34.328720935266446,497.5407018273846,-1801.6763909134484
SG,1.7857142857142858,-1.0,-0.05157798486021976,0.9491986324491147,-6.96449262668123
SG,1.7857142857142858,0.0,-0.02732881288852873,0.4701340961779949,-2.676887091486487
SG,1.7857142857142858,1.0,-0.03656354949048316,0.5676352012277144,-2.771115247764833
SG,1.7857142857142858,2.0,-0.02860009847907989,0.4159605694634444,-2.0549441329686156
SG,1.7857142857142858,3.0,-0.021974982019200118,0.27043821160059767,-1.607755625616249
SG,1.7857142857142858,4.0,-0.04923995509596647,0.5260816318585555,-2.5636570172692004
SG,1.7857142857142858,5.0,-0.9801697179274436,13.706555318397207,-50.00753631611087
SG,1.7857142857142858,6.0,-2.5107588371304796,-14.315492376643682,213.03339536833727
SG,1.8181818181818181,-2.0,-0.03933026191215254,0.7546256472322128,-4.4323153763302665
SG,1.8181818181818181,-1.0,-0.022638824706943356,0.35874733367000955,-1.9191384771438567
SG,1.8181818181818181,0.0,-0.013127415711950356,0.18408689853349913,-1.0879445473467064
SG,1.8181818181818181,1.0,-0.03693960381377319,0.5698516990563276,-2.5633713896863997
SG,1.8181818181818181,2.0,-0.006447950253133989,0.08208805730860973,-0.6197177558249538
SG,1.8181818181818181,3.0,-0.014354303929448971,0.15681045685330108,-0.9718020921409274
SG,1.8181818181818181,4.0,-0.023536252203650687,0.18976819029849537,-1.1550541564951238
SG,1.8181818181818181,5.0,-0.09752330898964404,0.8583982270763606,-2.8623882397766462
SG,1.8181818181818181,6.0,-32.075391679126156,463.6975333684434,-1675.519901186113
SG,1.8518518518518519,-4.0,-39.598696979476784,575.8334811044729,-2097.172219421754
SG,1.8518518518518519,-3.0,-0.04615489304488547,0.7565519687457221,-3.537849086525063
SG,1.8518518518518519,-2.0,-0.023156228498516396,0.3631877643426163,-1.7579162806583573
SG,1.8518518518518519,-1.0,-0.03216775564905418,0.5014266308402432,-2.243668561796005
SG,1.8518518518518519,0.0,0.015323592041214834,-0.28400392108759764,0.9965239112323689
SG,1.8518518518518519,1.0,-0.005007723483474209,0.04292503896988832,-0.2694529733077475
SG,1.8518518518518519,2.0,0.018460553449854485,-0.33977458112346737,1.2857612954236044
SG,1.8518518518518519,3.0,0.018614019926539705,-0.35474463372434434,1.1658920638288421
SG,1.8518518518518519,4.0,-0.006748763297166378,0.024712411827968725,-0.6609105038429155
SG,1.8518518518518519,5.0,-0.09076422811148024,1.2041732465202317,-5.527188323337425
SG,1.8518518518518519,6.0,-0.7656276519831717,11.497902206032283,-47.59747561487116
SG,1.8867924528301887,-5.0,-0.028239270734514495,0.5690031458840903,-3.5624713452017036
SG,1.8867924528301887,-4.0,-0.04023581301073122,0.6575033516213444,-3.0022964708088313
SG,1.8867924528301887,-3.0,-0.011460522688506477,0.18169380286001477,-0.9504493800356855
SG,1.8867924528301887,-2.0,-0.016501010220599664,0.24348626695327397,-1.0575457818318053
SG,1.8867924528301887,-1.0,-0.005560167049223441,0.049594487027133635,-0.1756922500789238
SG,1.8867924528301887,0.0,-0.0029693411026337014,0.007442697565953333,0.004684038189400941
SG,1.8867924528301887,1.0,-0.007420511322876355,0.07653564987862269,-0.313734199957753
SG,1.8867924528301887,2.0,-0.01421394353303502,0.20258206968202788,-0.9492633997310149
SG,1.8867924528301887,3.0,-0.012166187421662401,0.19213264217913653,-1.1163060879458144
SG,1.8867924528301887,4.0,-0.03073875218882903,0.5181794316526662,-2.8767961808407385
